entrez	symbol	chromosome	tstart	tend
114781	BTBD9	chr6	38142764	38565870
114783	LMTK3	chr19	48994363	49016843
114791	TUBGCP5	chr15	22833525	22872543
114800	CCDC85A	chr2	56411760	56611487
114803	MYSM1	chr1	59125672	59165724
114824	PNMA5	chrX	152158799	152159815
114825	PWWP2A	chr5	159472213	159546395
114879	OSBPL5	chr11	3109438	3150378
114905	C1QTNF7	chr4	15437359	15444420
114971	PTPMT1	chr11	47587175	47593178
114984	FLYWCH2	chr16	2946451	2949147
115098	CCDC124	chr19	18047230	18054521
115196	ZNF554	chr19	2820070	2834847
115362	GBP5	chr1	89726390	89735238
115557	ARHGEF25	chr12	58004000	58010674
115677	NOSTRIN	chr2	169668077	169721477
115749	C12orf56	chr12	64660966	64784345
115752	DIS3L	chr15	66585935	66625647
115817	DHRS1	chr14	24760068	24768312
116039	OSR2	chr8	99960401	99963926
116064	LRRC58	chr3	120050050	120068090
116173	CMTM5	chr14	23846461	23848594
116372	LYPD1	chr2	133403621	133427680
116534	MRGPRE	chr11	3249094	3250029
116535	MRGPRF	chr11	68772749	68777369
116840	CNTROB	chr17	7836398	7852825
116985	ARAP1	chr11	72397087	72438173
116986	AGAP2	chr12	58120338	58135854
116988	AGAP3	chr7	150783829	150841027
117283	IP6K3	chr6	33690500	33703253
118461	C10orf71	chr10	50530591	50534895
119032	BORCS7	chr10	104614044	104622678
119395	CALHM3	chr10	105232973	105238789
120146	TRIM64	chr11	89701672	89707054
120939	TMEM52B	chr12	10332174	10342736
121227	LRIG3	chr12	59266357	59314016
121441	NEDD1	chr12	97303523	97345828
121536	AEBP2	chr12	19592634	19671651
122060	SLAIN1	chr13	78272049	78337352
122706	PSMB11	chr14	23511435	23512334
122786	FRMD6	chr14	52156555	52194744
122945	NOXRED1	chr14	77860977	77892006
123036	TC2N	chr14	92249447	92280113
123096	SLC25A29	chr14	100758623	100772114
123606	NIPA1	chr15	23048832	23086411
123720	WHAMM	chr15	83478479	83502285
124411	ZNF720	chr16	31733947	31765226
124454	EARS2	chr16	23535695	23568664
124460	SNX20	chr16	50707320	50711437
124808	CCDC43	chr17	42756227	42767121
124817	CNTD1	chr17	40950698	40961550
124944	C17orf49	chr17	6918381	6920637
124975	GGT6	chr17	4461313	4463816
124976	SPNS2	chr17	4402343	4440234
125170	MIEF2	chr17	18166020	18168075
125228	FAM210A	chr18	13666482	13682076
125476	INO80C	chr18	33048578	33077838
125488	TTC39C	chr18	21594836	21712535
125704	FAM69C	chr18	72103739	72124494
126003	TRAPPC5	chr19	7747140	7747703
126129	CPT1C	chr19	50195510	50216859
126638	RPTN	chr1	152127223	152130365
126767	AADACL3	chr1	12776180	12785960
126917	IFFO2	chr1	19235058	19282826
126969	SLC44A3	chr1	95286505	95360475
127255	LRRIQ3	chr1	74492500	74649368
127550	A3GALT2	chr1	33772370	33778493
127687	C1orf122	chr1	38274204	38274742
127731	VWA5B1	chr1	20637095	20680753
128387	TATDN3	chr1	212965264	212988495
128486	FITM2	chr20	42935268	42939788
128861	BPIFA3	chr20	31805343	31815420
129049	SGSM1	chr22	25202395	25320238
129285	PPP1R21	chr2	48668093	48738607
129293	TRABD2A	chr2	85049044	85108163
129446	XIRP2	chr2	167759993	168115870
129450	TYW5	chr2	200797793	200820193
129852	C2orf73	chr2	54561955	54587696
129881	CCDC173	chr2	170502354	170550837
130162	CLHC1	chr2	55402929	55449547
130271	PLEKHH2	chr2	43871813	43992734
130340	AP1S3	chr2	224629930	224642586
130399	ACVR1C	chr2	158390433	158485156
130540	ALS2CR12	chr2	202153381	202216127
130752	MDH1B	chr2	207604318	207625738
131149	OTOL1	chr3	161214596	161221727
131405	TRIM71	chr3	32859573	32933300
131474	CHCHD4	chr3	14154390	14158025
131540	ZDHHC19	chr3	195925169	195938186
131578	LRRC15	chr3	194080030	194081787
131601	TPRA1	chr3	127292367	127298989
132158	GLYCTK	chr3	52324359	52327139
132160	PPM1M	chr3	52279841	52283827
132203	SNTN	chr3	63638364	63649768
132430	PABPC4L	chr4	135121065	135122348
132660	LIN54	chr4	83849258	83905997
133491	C5orf47	chr5	173416267	173426804
134121	C5orf49	chr5	7831966	7851134
134359	POC5	chr5	74970263	75008762
134553	C5orf24	chr5	134190591	134193084
134957	STXBP5	chr6	147525669	147704134
135112	NCOA7	chr6	126136501	126249914
135935	NOBOX	chr7	144094336	144107320
136288	C7orf57	chr7	48075906	48099866
136306	SVOPL	chr7	138281162	138363790
136371	ASB10	chr7	150873202	150884809
137814	NKX2-6	chr8	23559967	23564111
137886	UBXN2B	chr8	59323945	59360107
138046	RALYL	chr8	85441536	85800011
138162	C9orf116	chr9	138387276	138391697
138240	C9orf57	chr9	74667215	74674301
138429	PIP5KL1	chr9	130684129	130693280
138724	C9orf131	chr9	35042252	35045863
139604	MAGEB16	chrX	35820314	35821285
139728	PNCK	chrX	152935915	152939630
140032	RPS4Y2	chrY	22918664	22942915
140453	MUC17	chr7	100663417	100699557
140885	SIRPA	chr20	1876094	1918211
140890	SREK1	chr5	65440205	65474693
142679	DUSP19	chr2	183943662	183960383
142686	ASB14	chr3	57310581	57326061
143244	EIF5AL1	chr10	81272406	81272867
143678	C11orf94	chr11	45928123	45928796
143941	TTC36	chr11	118398210	118401628
144165	PRICKLE1	chr12	42853614	42866318
144404	TMEM120B	chr12	122150802	122213625
144448	TSPAN19	chr12	85408269	85423724
144811	LACC1	chr13	44455122	44465735
145853	C15orf61	chr15	67813587	67818880
145873	MESP2	chr15	90319589	90321562
146167	SLC38A8	chr16	84043392	84075762
146212	KCTD19	chr16	67323475	67354788
146395	GSG1L	chr16	27802694	28074745
146439	BICDL2	chr16	3078110	3085497
146556	C16orf89	chr16	5094352	5115909
146779	EFCAB3	chr17	60447650	60493687
146845	CFAP52	chr17	9480013	9546512
147166	TRIM16L	chr17	18602501	18638770
147407	SLC25A52	chr18	29339734	29340654
147409	DSG4	chr18	28956875	28993555
147929	ZNF565	chr19	36673371	36686061
148867	SLC30A7	chr1	101361819	101440410
148930	KNCN	chr1	47013405	47016887
149069	DCDC2B	chr1	32674695	32681495
149095	DCST1	chr1	155006513	155023341
149281	METTL11B	chr1	170115249	170136895
149461	CLDN19	chr1	43200760	43205734
150221	RIMBP3C	chr22	21900349	21905265
150726	FBXO41	chr2	73486113	73496758
150786	RAB6D	chr2	132120532	132121293
151126	ZNF385B	chr2	180307980	180634527
151195	CCNYL1	chr2	208576621	208618419
151242	PPP1R1C	chr2	182850838	182982019
151295	SLC23A3	chr2	220026634	220034706
151306	GPBAR1	chr2	219127448	219128437
151525	WDSUB1	chr2	160092547	160139580
151531	UPP2	chr2	158851711	158991399
151613	TTC14	chr3	180320050	180328327
152078	PQLC2L	chr3	157271047	157318167
152098	ZCWPW2	chr3	28454560	28566176
152118	C3orf79	chr3	153202346	153220268
152138	PYDC2	chr3	191178952	191179242
152559	PAQR3	chr4	79838952	79860378
152573	SHISA3	chr4	42400074	42403465
153218	SPINK13	chr5	147649636	147665608
153562	MARVELD2	chr5	68715213	68737478
153572	IRX2	chr5	2747681	2751527
153733	CCDC112	chr5	114604578	114632240
154141	MBOAT1	chr6	20102520	20212465
154661	RUNDC3B	chr7	87258140	87459342
154790	CLEC2L	chr7	139208674	139229085
154796	AMOT	chrX	112021798	112066354
155066	ATP6V0E2	chr7	149571008	149576763
155382	VPS37D	chr7	73082289	73085703
157285	PRAG1	chr8	8175679	8239257
157777	MCMDC2	chr8	67786376	67831401
158135	TTLL11	chr9	124584869	124855697
158511	CSAG1	chrX	151908777	151909205
159371	SLC35G1	chr10	95653791	95661244
160428	ALDH1L2	chr12	105418205	105478214
161003	STOML3	chr13	39540965	39564858
162073	ITPRIPL2	chr16	19125784	19127388
162993	ZNF846	chr19	9868154	9874084
163154	PRR22	chr19	5782992	5784671
163183	SYNE4	chr19	36494242	36499583
163479	FNDC7	chr1	109255556	109276153
163882	CNST	chr1	246754865	246829204
164118	TTC24	chr1	156551157	156556339
165631	PARP15	chr3	122296515	122354944
166614	DCLK2	chr4	151000180	151177396
166929	SGMS2	chr4	108816710	108831706
167153	PAPD4	chr5	78915472	78981093
167691	LCA5	chr6	80196724	80228611
168451	THAP5	chr7	108204638	108210013
169270	ZNF596	chr8	192887	196359
169792	GLIS3	chr9	3828275	4286425
169834	ZNF883	chr9	115759403	115760539
170067	SUPT20HL2	chrX	24328982	24331510
170394	PWWP2B	chr10	134210731	134230682
170506	DHX36	chr3	153993963	154042205
171024	SYNPO2	chr4	119810192	119979086
192668	CYS1	chr2	10198983	10220350
196074	METTL15	chr11	28134882	28352385
196394	AMN1	chr12	31825241	31862358
196993	CT62	chr15	71403493	71404621
197259	MLKL	chr16	74708859	74729655
199746	U2AF1L4	chr19	36233502	36236292
199800	ADM5	chr19	50193095	50193747
199870	FAM76A	chr1	28052592	28087089
200726	FAM237A	chr2	207508961	207513515
200734	SPRED2	chr2	65535456	65572032
200845	KCTD6	chr3	58486673	58487356
200909	HTR3D	chr3	183749530	183756760
200916	RPL22L1	chr3	170584172	170586179
200933	FBXO45	chr3	196295856	196311186
200959	GABRR3	chr3	97705530	97753831
201134	CEP112	chr17	63633241	64179417
201140	DHRS7C	chr17	9674808	9694601
201299	RDM1	chr17	34245349	34257731
201456	FBXO15	chr18	71740699	71815020
201931	TMEM192	chr4	166000813	166024248
202374	STK32A	chr5	146619198	146780964
203069	R3HCC1	chr8	23146040	23153607
203859	ANO5	chr11	22215039	22301308
205147	AMER3	chr2	131519646	131522228
205428	C3orf58	chr3	143691175	143708680
219293	ATAD3C	chr1	1386064	1403907
219537	SMTNL1	chr11	57310116	57317582
219736	STOX1	chr10	70587381	70652489
219743	TYSND1	chr10	71899683	71906342
219844	HYLS1	chr11	125769264	125770160
219854	TMEM218	chr11	124967505	124972215
219899	TBCEL	chr11	120916400	120957802
219972	MPEG1	chr11	58978191	58980338
219995	MS4A15	chr11	60531207	60543185
220134	SKA1	chr18	47902201	47918614
220979	C10orf25	chr10	45495978	45496307
221092	HNRNPUL2	chr11	62482774	62494628
221191	PRSS54	chr16	58314131	58327720
221223	CES5A	chr16	55880366	55989797
221303	FAM162B	chr6	117073763	117086739
221496	LEMD2	chr6	33740408	33757082
221545	C6orf136	chr6	30615009	30620689
221662	RBM24	chr6	17281813	17292360
221710	SMIM13	chr6	11094547	11134832
221711	SYCP2L	chr6	10891746	10961792
221935	SDK1	chr7	3341219	4308379
221937	FOXK1	chr7	4714886	4802092
221938	MMD2	chr7	4947030	4998648
221955	DAGLB	chr7	6449471	6487473
222183	SRRM3	chr7	75864385	75915157
222223	KIAA1324L	chr7	86509790	86688829
222236	NAPEPLD	chr7	102743879	102789928
222865	TMEM130	chr7	98445682	98467484
222962	SLC29A4	chr7	5327448	5342567
245913	DEFB110	chr6	49976854	49989648
245915	DEFB112	chr6	50011291	50016364
245927	DEFB113	chr6	49936393	49937338
245928	DEFB114	chr6	49928008	49931818
245929	DEFB115	chr20	29845467	29847432
245930	DEFB116	chr20	29891018	29896388
245939	DEFB128	chr20	168530	170264
246330	PELI3	chr11	66235600	66243635
252969	NEIL2	chr8	11628957	11643779
253012	HEPACAM2	chr7	92818543	92855759
253314	EIF4E1B	chr5	176070083	176072978
253970	SFTA3	chr14	36942959	36982358
254013	ETFBKMT	chr12	31814888	31820921
254173	TTLL10	chr1	1114596	1133224
254295	PHYHD1	chr9	131689317	131704029
254439	C11orf86	chr11	66742834	66743719
255061	TAC4	chr17	47917207	47925379
255275	MYADML2	chr17	79898697	79899617
255798	SMCO1	chr3	196234761	196242080
255809	C19orf38	chr19	10960931	10980040
256356	GK5	chr3	141884467	141944297
256394	SERPINA11	chr14	94908946	94915111
256586	LYSMD2	chr15	52015807	52029819
257160	RNF214	chr11	117104989	117155864
257407	C2orf72	chr2	231902281	231911733
259293	TAS2R30	chr12	11285887	11286843
259308	FAM205A	chr9	34723232	34729424
260425	MAGI3	chr1	113933656	114226633
261729	STEAP2	chr7	89854397	89866276
282966	C10orf53	chr10	50887744	50902645
282973	JAKMIP3	chr10	133918313	133981894
282996	RBM20	chr10	112404213	112595733
283130	SLC25A45	chr11	65143881	65147647
283232	TMEM80	chr11	695609	704643
283238	SLC22A24	chr11	62847415	62911251
283375	SLC39A5	chr12	56625059	56631512
283450	HECTD4	chr12	112600194	112757291
283464	GXYLT1	chr12	42481591	42538448
283537	SLC46A3	chr13	29275637	29292135
283554	GPR137C	chr14	53019866	53101830
283571	PROX2	chr14	75321838	75330537
283635	FAM177A1	chr14	35515670	35550431
283643	TEDC1	chr14	105957713	105965280
283677	REC114	chr15	73735527	73852254
283847	TERB1	chr16	66788882	66824923
283869	NPW	chr16	2069906	2070617
283871	PGP	chr16	2263732	2264778
283933	ZNF843	chr16	31447127	31448170
284013	VMO1	chr17	4688660	4689647
284067	CFAP97D1	chr17	41857831	41861871
284071	MEIOC	chr17	42733982	42751561
284076	TTLL6	chr17	46840237	46894434
284083	C17orf47	chr17	56619130	56621547
284106	CISD3	chr17	36886612	36889705
284111	SLC13A5	chr17	6589529	6616652
284184	NDUFAF8	chr17	79213164	79214950
284194	LGALS9B	chr17	20353289	20363756
284252	KCTD1	chr18	24035710	24128500
284274	SMIM21	chr18	73130740	73139518
284297	SSC5D	chr19	56000720	56030362
284403	WDR62	chr19	36545874	36595927
284417	TMEM150B	chr19	55824230	55832404
284422	SMIM24	chr19	3474844	3480461
284428	MBD3L5	chr19	7030623	7032902
284485	RIIAD1	chr1	151694013	151701309
284546	C1orf185	chr1	51578135	51613440
284654	RSPO1	chr1	38078430	38095333
284656	EPHA10	chr1	38184047	38230738
284992	CCDC150	chr2	197511065	197597283
285148	IAH1	chr2	9614696	9628455
285267	ZNF619	chr3	40523351	40529729
285268	ZNF621	chr3	40570807	40574578
285367	RPUSD3	chr3	9879703	9885698
285381	DPH3	chr3	16302274	16306383
285498	RNF212	chr4	1050627	1107252
285641	SLC36A3	chr5	150656957	150682915
285643	KIF4B	chr5	154393420	154397121
285755	PPIL6	chr6	109714032	109761793
285888	CNPY1	chr7	155299716	155301732
286006	LSMEM1	chr7	112124872	112130001
286075	ZNF707	chr8	144773240	144776697
286205	SCAI	chr9	127715089	127905716
286262	TPRN	chr9	140086567	140095163
317649	EIF4E3	chr3	71733836	71774518
317671	RFESD	chr5	94989763	94992010
327657	SERPINA9	chr14	94929433	94942591
337867	UBAC2	chr13	99853014	100037586
337985	KRTAP20-3	chr21	32015208	32015339
338809	C12orf74	chr12	93100408	93101488
338949	TMEM202	chr15	72690668	72700231
339229	OXLD1	chr17	79632234	79633607
339231	ARL16	chr17	79648741	79650855
339263	C17orf51	chr17	21432301	21454685
339291	LRRC30	chr18	7231137	7232039
339453	TMEM240	chr1	1470742	1475726
339804	C2orf74	chr2	61389629	61391659
339967	TMPRSS11A	chr4	68777063	68812291
340252	ZNF680	chr7	63981542	64004810
340260	UNCX	chr7	1272654	1276610
340267	COL28A1	chr7	7398267	7572506
340277	FAM221A	chr7	23719838	23741780
340359	KLHL38	chr8	124657982	124665166
340784	HMX3	chr10	124895567	124897244
341208	HEPHL1	chr11	93754535	93845057
341346	SMCO2	chr12	27623565	27655051
341392	ACSM4	chr12	7456928	7480966
341405	ANKRD33	chr12	52281971	52285121
342125	TMC3	chr15	81624763	81666418
342184	FMN1	chr15	33066514	33486261
342346	C16orf96	chr16	4606491	4650315
342371	ATXN1L	chr16	71883644	71885710
342527	SMTNL2	chr17	4487901	4510779
342618	SLFN14	chr17	33875261	33885081
342898	SYCN	chr19	39694496	39694894
342900	LEUTX	chr19	40275250	40276772
342908	ZNF404	chr19	44376710	44384288
342909	ZNF284	chr19	44585168	44591410
343071	PRAMEF10	chr1	12952750	12955678
343505	NBPF7	chr1	120377391	120387158
343930	MSGN1	chr2	17997786	17998364
344022	NOTO	chr2	73429795	73438054
344167	FOXI3	chr2	88747729	88752053
344191	EVX2	chr2	176944838	176948504
344558	SH3RF3	chr2	109745997	110259245
344657	LRRIQ4	chr3	169539710	169555416
344758	GPR149	chr3	154055491	154147404
344787	ZNF860	chr3	32030572	32032467
345222	MSANTD1	chr4	3250950	3257689
345275	HSD17B13	chr4	88226373	88243993
345462	ZNF879	chr5	178459202	178460638
346007	EYS	chr6	64430495	66205303
346157	ZNF391	chr6	27368150	27369223
346171	ZFP57	chr6	29640280	29644780
346562	GNAT3	chr7	80087990	80141242
347454	SOWAHD	chrX	118892631	118893575
347475	CCDC160	chrX	133378831	133379805
347731	LRRTM3	chr10	68686678	68857551
347902	AMIGO2	chr12	47471220	47472785
348158	ACSM2B	chr16	20548583	20576167
348262	MCRIP1	chr17	79781126	79782433
348654	GEN1	chr2	17941211	17963203
348801	LNP1	chr3	100148574	100174767
348938	NIPAL4	chr5	156887143	156899965
349633	PLET1	chr11	112119525	112131312
359948	IRF2BP2	chr1	234742886	234745240
373156	GSTK1	chr7	142960607	142965927
374308	PTCHD3	chr10	27687226	27703179
374393	FAM111B	chr11	58877099	58893772
374864	CCDC178	chr18	30517978	30992052
374899	ZNF829	chr19	37382397	37399361
374977	MROH7	chr1	55118600	55175857
375316	RBM44	chr2	238722250	238743041
375337	TOPAZ1	chr3	44283546	44373500
387119	CEP85L	chr6	118786571	118973944
387712	ENO4	chr10	118609078	118671080
387715	ARMS2	chr10	124214244	124214540
387718	TEX36	chr10	127265321	127371558
387763	C11orf96	chr11	43964455	43964820
387775	SLC22A10	chr11	63057638	63072374
387787	LIPT2	chr11	74203183	74204748
387804	VSTM5	chr11	93553738	93583668
387836	CLEC2A	chr12	10066168	10084928
387837	CLEC12B	chr12	10163359	10171077
388015	RTL1	chr14	101347052	101351125
388135	C15orf59	chr15	74032261	74043471
388282	LOC388282	chr16	57847573	57849550
388327	C17orf100	chr17	6555234	6555586
388333	SPDYE4	chr17	8656459	8661700
388341	LRRC75A	chr17	16346905	16395304
388381	C17orf98	chr17	36991445	36997642
388468	POTEC	chr18	14511900	14543145
388695	LYSMD1	chr1	151133361	151138258
388795	EFCAB8	chr20	31455388	31549412
388946	TMEM247	chr2	46706725	46711562
388960	C2orf78	chr2	74035932	74044116
388962	BOLA3	chr2	74362652	74375001
388963	C2orf81	chr2	74641459	74643371
389072	PLEKHM3	chr2	208693046	208866363
389114	ZNF662	chr3	42947844	42956843
389124	IQCF5	chr3	51907752	51908192
389152	PRR23C	chr3	138762677	138763462
389161	ANKUB1	chr3	149479274	149510153
389207	GRXCR1	chr4	42895284	43032554
389257	LRRC14B	chr5	191654	195465
389362	PSMG4	chr6	3255286	3267943
389813	AJM1	chr9	139738867	139741794
389827	MYMK	chr9	136379761	136389966
389856	USP27X	chrX	49644911	49646224
389903	CSAG3	chrX	151927887	151928425
390205	LRRC10B	chr11	61276471	61277346
390259	BSX	chr11	122848360	122852379
390594	KBTBD13	chr15	65369154	65370527
390748	PABPN1L	chr16	88930148	88933014
390790	ARL5C	chr17	37313150	37322013
390874	ONECUT3	chr19	1753662	1775441
390916	NUDT19	chr19	33182867	33202860
390999	PRAMEF12	chr1	12835011	12837739
391004	PRAMEF17	chr1	13716118	13718959
391475	DYTN	chr2	207516545	207575323
392617	ELFN1	chr7	1784233	1786716
392862	GRID2IP	chr7	6537408	6591067
399473	SPRED3	chr19	38880943	38886782
399665	FAM102A	chr9	130705474	130742416
399949	C11orf88	chr11	111385510	111407549
399968	PATE4	chr11	125703255	125708319
400410	ST20	chr15	80191276	80191467
400745	SH2D5	chr1	21048288	21054537
400793	C1orf226	chr1	162348704	162353470
401067	IQCF3	chr3	51863681	51864814
401089	FOXL2NB	chr3	138666207	138669411
401251	SAPCD1	chr6	31730832	31732305
401335	C7orf65	chr7	47694877	47698823
401399	PRRT4	chr7	127990913	128000045
401466	C8orf59	chr8	86126798	86129728
401474	SAMD12	chr8	119253445	119593133
401551	WDR38	chr9	127615811	127619906
402117	VWC2L	chr2	215278918	215440541
402665	IGLON5	chr19	51815102	51832010
403313	PLPP6	chr9	4662376	4663260
405754	ERVFRD-1	chr6	11104362	11105543
414149	ACBD7	chr10	15120532	15121045
431704	RGS21	chr1	192316438	192335251
440145	MZT1	chr13	73293090	73293236
440193	CCDC88C	chr14	91738972	91884034
440279	UNC13C	chr15	54305101	54919308
440498	HSBP1L1	chr18	77724736	77728183
440515	ZNF506	chr19	19905364	19906470
440533	PSG8	chr19	43258450	43269733
440563	HNRNPCL2	chr1	13182994	13183872
440804	RIMBP3B	chr22	21738148	21743064
440854	CAPN14	chr2	31399453	31428313
441027	TMEM150C	chr4	83406667	83483395
441054	C4orf47	chr4	186350566	186370795
441061	MARCH11	chr5	16067583	16179684
441151	TMEM151B	chr6	44240797	44244261
441155	LOC441155	chr6	66012415	66014829
441161	OOEP	chr6	74078510	74079515
441282	AKR1B15	chr7	134250233	134264298
441518	RTL8B	chrX	134156151	134156489
441864	TARM1	chr19	54573260	54579171
445577	C9orf129	chr9	96080683	96098235
445582	POTEE	chr2	131975976	132022253
448835	LCE6A	chr1	152815997	152816236
494551	WEE2	chr7	141408559	141429472
497189	TIFAB	chr5	134785147	134785629
552889	ATXN7L3B	chr12	74931893	74932183
613212	CTXN3	chr5	126993214	126993456
619373	MBOAT4	chr8	29989462	30002117
641339	ZNF674	chrX	46359281	46388347
641371	ACOT1	chr14	74004126	74010356
641649	TMEM91	chr19	41884215	41889806
641654	HEPN1	chr11	124789647	124789910
642623	UBTFL1	chr11	89819118	89820296
642658	SCX	chr8	145321517	145322083
642938	FAM196A	chr10	128936104	128974659
642968	FAM163B	chr9	136444147	136445345
642987	TMEM232	chr5	109756284	110003053
643155	SMIM15	chr5	60455777	60455998
643226	GRXCR2	chr5	145239299	145311108
643376	BTBD18	chr11	57511609	57518660
643418	LIPN	chr10	90521163	90537996
643664	SLC35G6	chr17	7385307	7386317
643803	KRTAP24-1	chr21	31654489	31655250
643812	KRTAP27-1	chr21	31709366	31709986
643834	PGA3	chr11	60971037	60980171
643847	PGA4	chr11	60989873	60999000
643866	CBLN3	chr14	24896998	24898260
644090	LOC644090	chr7	151503982	151504730
644096	SDHAF1	chr19	36486177	36486521
644139	PIRT	chr17	10728552	10728962
644150	WIPF3	chr7	29910844	29943978
644186	SYCE3	chr22	50989677	50994834
644353	ZCCHC18	chrX	103358803	103360011
644672	CLDN25	chr11	113650518	113651204
644809	C15orf56	chr15	40544489	40545089
644815	FAM83G	chr17	18874675	18907354
644890	MEIG1	chr10	15008468	15014637
644943	RASSF10	chr11	13031124	13032644
644974	ALG1L2	chr3	129810105	129817095
645051	GAGE13	chrX	49189216	49202346
645104	CLRN2	chr4	17516890	17528702
645121	CCNI2	chr5	132083188	132088659
645191	LINGO3	chr19	2290000	2291775
645369	TMEM200C	chr18	5890200	5892062
645414	PRAMEF19	chr1	13695528	13698358
645425	PRAMEF20	chr1	13742812	13747730
645432	ARRDC5	chr19	4867629	4902879
645811	CCDC154	chr16	1484412	1494014
645832	SEBOX	chr17	26691293	26691981
645840	TXNRD3NB	chr3	126290997	126291386
645922	S100A7L2	chr1	153409537	153410823
646450	ARIH2OS	chr3	48955713	48956582
646480	FABP9	chr8	82370621	82373758
646486	FABP12	chr8	82437284	82443550
646603	C4orf51	chr4	146601356	146653709
646625	URAD	chr13	28552246	28562774
646643	SBK2	chr19	56041103	56047661
646658	SYNDIG1L	chr14	74874241	74876447
646799	ZAR1L	chr13	32878019	32886062
646962	HRCT1	chr9	35906285	35906629
647174	SERPINE3	chr13	51915228	51936130
648791	PPP1R3G	chr6	5085720	5086793
652968	CASTOR1	chr22	30681612	30685486
652991	SKOR2	chr18	44738463	44775554
653121	ZBTB8A	chr1	33058533	33066017
653140	FAM228A	chr2	24398350	24413497
653275	CFC1B	chr2	131279384	131285484
653319	KIAA0895L	chr16	67210717	67214513
653404	FOXD4L6	chr9	70917868	70919118
653427	FOXD4L5	chr9	70176736	70177983
653509	SFTPA1	chr10	81371558	81373866
653567	TMEM236	chr10	17794295	17842559
653619	PRAMEF15	chr1	13644800	13648653
653659	TMEM183B	chr3	149699968	149701095
653820	FAM72B	chr1	143897550	143914265
654231	OCM	chr7	5920521	5923629
654254	ZNF732	chr4	264891	266420
654346	LGALS9C	chr17	18380169	18397678
692094	MSMP	chr9	35753100	35754126
727830	SPATA31A3	chr9	40700320	40706384
727832	GOLGA6L6	chr15	20739500	20747023
727936	GXYLT2	chr3	72937385	73024307
727940	RHOXF2B	chrX	119206484	119211517
728215	FAM155A	chr13	107822848	108518944
728299	KRTAP19-8	chr21	32410574	32410762
728464	METTL24	chr6	110567152	110679475
728489	DNLZ	chr9	139256467	139258166
728621	CCDC30	chr1	43002156	43119696
728661	SLC35E2B	chr1	1597189	1608138
728689	EIF3CL	chr16	28391122	28414939
728819	C1GALT1C1L	chr2	43902517	43903461
728858	C12orf71	chr12	27234110	27235416
728957	ZNF705D	chr8	11967409	11970664
729020	RPEL1	chr10	105005754	105006437
729085	FAM198A	chr3	43073759	43097875
729092	AGAP5	chr10	75434360	75457513
729220	FLJ45513	chr17	47924293	47924646
729230	CCR2	chr3	46399019	46401348
729288	ZNF286B	chr17	18565253	18566599
729330	OC90	chr8	133036731	133067273
729438	CASTOR2	chr7	74379083	74438800
729442	GAGE12H	chrX	49345707	49349326
729475	RAD51AP2	chr2	17692074	17699682
729533	FAM72A	chr1	206137335	206154048
729627	PRR23A	chr3	138724313	138725110
729830	FAM160A1	chr4	152487412	152583903
729920	ISPD	chr7	16131323	16460947
730051	ZNF814	chr19	58384193	58388419
730112	FAM166B	chr9	35561868	35563825
730130	TMEM229A	chr7	123671918	123673057
752014	CEMP1	chr16	2580334	2581074
767558	LUZP6	chr7	135612025	135612195
768206	PRCD	chr17	74536224	74536656
768211	RELL1	chr4	37633013	37687909
768239	PSAPL1	chr4	7435044	7436606
780776	TVP23A	chr16	10864132	10912042
790955	UQCC3	chr11	62439218	62439583
100049587	SIGLEC14	chr19	52146611	52149894
100101267	POM121C	chr7	75048082	75070774
100101467	ZSCAN30	chr18	32833417	32844316
100113407	TMEM170B	chr6	11538511	11575791
100125288	ZGLP1	chr19	10415770	10419357
100128124	HGC6.3	chr6	168376820	168377332
100128327	TRAPPC3L	chr6	116818120	116864563
100128569	C19orf71	chr19	3539176	3544005
100128731	OST4	chr2	27294220	27294330
100128927	ZBTB42	chr14	105267535	105268800
100129128	KHDC1L	chr6	73933474	73935131
100129792	CCDC152	chr5	42759224	42799880
100130302	SUPT20HL1	chrX	24380800	24383538
100130613	PRR32	chrX	125954643	125955515
100130742	LRRC69	chr8	92114890	92231225
100130958	SYCE1L	chr16	77233349	77246825
100131137	BSPH1	chr19	48479972	48495338
100131187	TSTD1	chr1	161007568	161008464
100131211	NEMP2	chr2	191373918	191471808
100131439	CD300LD	chr17	72576144	72584992
100131897	FAM196B	chr5	169291280	169310902
100131902	KRTAP25-1	chr21	31661503	31661808
100134934	TEN1	chr17	73982274	73996340
100144748	KLLN	chr10	89621711	89622244
100169851	PATE3	chr11	125659268	125660494
100170841	EPOP	chr17	36829612	36830748
100188893	TOMM6	chr6	41755436	41757063
100190949	C5orf52	chr5	157098401	157107004
100191040	C2CD4D	chr1	151810407	151811465
100310846	ANKRD61	chr7	6071007	6076014
100505502	LOC100505502	chr10	31651731	31652978
100996485	C5orf66	chr5	134669809	134679153
101059915	LOC101059915	chrX	70887654	70890506
101927401	LOC101927401	chr1	228549149	228556851
102724378	LOC102724378	chr22	38135555	38141937
105375131	LOC105375131	chr7	4168132	4174452
105375787	LOC105375787	chr8	142264724	142266809
105378803	LRRC53	chr1	74935565	75002536
107984590	LOC107984590	chr13	113665656	113667404
107984820	LOC107984820	chr16	66518450	66519052
107985773	LOC107985773	chr2	109960688	109961374
107986192	LOC107986192	chr4	120548733	120549332
51	ACOX1	chr17	73942832	73975154
71	ACTG1	chr17	79477719	79479380
