symbol	alias	entrez
OR52R1	OR52R1	119695
OR52R1	OR11-22	119695
C11orf74	C11orf74	119710
C11orf74	NWC	119710
OR4C46	OR4C46	119749
OR4X2	OR4X2	119764
OR4X2	OR11-105	119764
OR4B1	OR4B1	119765
OR4B1	OR11-106	119765
OR4B1	OST208	119765
OR52M1	OR52M1	119772
OR52M1	OR11-11P	119772
OR52M1	OR52M3P	119772
OR52K2	OR52K2	119774
OR52K2	OR11-7	119774
OR5P2	OR5P2	120065
OR5P2	JCG3	120065
OR5P2	JCG4	120065
OR5P3	OR5P3	120066
OR5P3	JCG1	120066
LARGE2	LARGE2	120071
LARGE2	GYLTL1B	120071
LARGE2	PP5656	120071
SLC36A4	SLC36A4	120103
SLC36A4	PAT4	120103
FAT3	FAT3	120114
FAT3	CDHF15	120114
FAT3	CDHR10	120114
FAT3	hFat3	120114
TRIM64	TRIM64	120146
TRIM64	C11orf28A	120146
TMEM45B	TMEM45B	120224
CYP2R1	CYP2R1	120227
DBX1	DBX1	120237
COLCA2	COLCA2	120376
COLCA2	C11orf93	120376
COLCA2	CASC13	120376
COLCA2	LOH11CR1G	120376
PIH1D2	PIH1D2	120379
NXPE1	NXPE1	120400
NXPE1	FAM55A	120400
NXPE2	NXPE2	120406
NXPE2	FAM55B	120406
JAML	JAML	120425
JAML	AMICA	120425
JAML	AMICA1	120425
JAML	CREA7-1	120425
JAML	CREA7-4	120425
JAML	Gm638	120425
DNAJC24	DNAJC24	120526
DNAJC24	DPH4	120526
DNAJC24	JJJ3	120526
DNAJC24	ZCSL3	120526
ARL14EP	ARL14EP	120534
ARL14EP	ARF7EP	120534
ARL14EP	C11orf46	120534
ARL14EP	dJ299F11.1	120534
OR8I2	OR8I2	120586
OR8I2	OR11-170	120586
OR2D3	OR2D3	120775
OR2D3	OR11-89	120775
OR2D2	OR2D2	120776
OR2D2	OR11-610	120776
OR2D2	OR2D1	120776
OR2D2	hg27	120776
OR52W1	OR52W1	120787
OR52W1	OR11-71P	120787
OR56A4	OR56A4	120793
OR56A4	OR11-49	120793
OR56A1	OR56A1	120796
OR56A1	OR11-75	120796
DEPDC4	DEPDC4	120863
DEPDC4	DEP.4	120863
LRRK2	LRRK2	120892
LRRK2	AURA17	120892
LRRK2	DARDARIN	120892
LRRK2	PARK8	120892
LRRK2	RIPK7	120892
LRRK2	ROCO2	120892
CCDC38	CCDC38	120935
TMEM52B	TMEM52B	120939
TMEM52B	C12orf59	120939
FAM186A	FAM186A	121006
C12orf45	C12orf45	121053
OR2AP1	OR2AP1	121129
OR2AP1	OR2AP1P	121129
OR10P1	OR10P1	121130
OR10P1	OR10P1P	121130
OR10P1	OR10P2P	121130
OR10P1	OR10P3P	121130
OR10P1	OR12-7	121130
OR10P1	OST701	121130
SDR9C7	SDR9C7	121214
SDR9C7	ARCI13	121214
SDR9C7	RDHS	121214
SDR9C7	SDR-O	121214
SDR9C7	SDRO	121214
LRIG3	LRIG3	121227
TMEM132D	TMEM132D	121256
TMEM132D	MOLT	121256
TMEM132D	PPP1R153	121256
SLC15A4	SLC15A4	121260
SLC15A4	FP12591	121260
SLC15A4	PHT1	121260
SLC15A4	PTR4	121260
RHEBL1	RHEBL1	121268
RHEBL1	RHEBL1c	121268
C12orf54	C12orf54	121273
C12orf54	HSD-29	121273
C12orf54	HSD-30	121273
ZNF641	ZNF641	121274
OR10AD1	OR10AD1	121275
OR10AD1	OR10AD1P	121275
OR10AD1	OR12-1	121275
TPH2	TPH2	121278
TPH2	ADHD7	121278
TPH2	NTPH	121278
SP7	SP7	121340
SP7	osterix	121340
GTSF1	GTSF1	121355
GTSF1	FAM112B	121355
OR10A7	OR10A7	121364
OR10A7	OR12-6	121364
KRT74	KRT74	121391
KRT74	ADWH	121391
KRT74	HTSS2	121391
KRT74	HYPT3	121391
KRT74	K6IRS4	121391
KRT74	KRT5C	121391
KRT74	KRT6IRS4	121391
NEDD1	NEDD1	121441
NEDD1	GCP-WD	121441
NEDD1	TUBGCP7	121441
IKBIP	IKBIP	121457
IKBIP	IKIP	121457
HIST4H4	HIST4H4	121504
HIST4H4	H4/p	121504
ERP27	ERP27	121506
ERP27	C12orf46	121506
ERP27	PDIA8	121506
FGD4	FGD4	121512
FGD4	CMT4H	121512
FGD4	FRABP	121512
FGD4	ZFYVE6	121512
AEBP2	AEBP2	121536
ASCL4	ASCL4	121549
ASCL4	HASH4	121549
ASCL4	bHLHa44	121549
BTBD11	BTBD11	121551
BTBD11	ABTB2B	121551
SPIC	SPIC	121599
SPIC	SPI-C	121599
ANO4	ANO4	121601
ANO4	TMEM16D	121601
ALKBH2	ALKBH2	121642
ALKBH2	ABH2	121642
FOXN4	FOXN4	121643
SPPL3	SPPL3	121665
SPPL3	MDHV1887	121665
SPPL3	PRO4332	121665
SPPL3	PSH1	121665
SPPL3	PSL4	121665
TEX29	TEX29	121793
TEX29	C13orf16	121793
TEX29	bA474D23.1	121793
CSNK1A1L	CSNK1A1L	122011
RXFP2	RXFP2	122042
RXFP2	GPR106	122042
RXFP2	GREAT	122042
RXFP2	INSL3R	122042
RXFP2	LGR8	122042
RXFP2	LGR8.1	122042
RXFP2	RXFPR2	122042
TEX26	TEX26	122046
TEX26	C13orf26	122046
SLAIN1	SLAIN1	122060
SLAIN1	C13orf32	122060
PRR20A	PRR20A	122183
PRR20A	PRR20	122183
SPACA7	SPACA7	122258
SPACA7	C13orf28	122258
TDRD9	TDRD9	122402
TDRD9	C14orf75	122402
TDRD9	HIG-1	122402
TDRD9	NET54	122402
ANKRD9	ANKRD9	122416
AK7	AK7	122481
AK7	AK 7	122481
IFI27L1	IFI27L1	122509
IFI27L1	FAM14B	122509
IFI27L1	ISG12C	122509
C14orf28	C14orf28	122525
C14orf28	DRIP-1	122525
C14orf28	DRIP1	122525
C14orf28	c14_5270	122525
TRAPPC6B	TRAPPC6B	122553
TRAPPC6B	NEDMEBA	122553
TRAPPC6B	TPC6	122553
CLBA1	CLBA1	122616
CLBA1	C14orf79	122616
PLD4	PLD4	122618
PLD4	C14orf175	122618
ADSSL1	ADSSL1	122622
ADSSL1	MPD5	122622
RNASE11	RNASE11	122651
RNASE11	C14orf6	122651
RNASE11	HEL-S-84p	122651
RNASE11	RAJ1	122651
TPPP2	TPPP2	122664
TPPP2	C14orf8	122664
TPPP2	CT152	122664
RNASE8	RNASE8	122665
RNASE8	RAE2	122665
MRPL52	MRPL52	122704
PSMB11	PSMB11	122706
PSMB11	BETA5T	122706
OR4K14	OR4K14	122740
OR4K14	OR14-18	122740
OR4K14	OR14-22	122740
OR4L1	OR4L1	122742
OR4L1	OR14-28	122742
OR4L1	OR4L2P	122742
OR11H6	OR11H6	122748
LRR1	LRR1	122769
LRR1	4-1BBLRR	122769
LRR1	LRR-1	122769
LRR1	PPIL5	122769
KLHDC1	KLHDC1	122773
KLHDC1	MST025	122773
FRMD6	FRMD6	122786
FRMD6	C14orf31	122786
FRMD6	EX1	122786
FRMD6	Willin	122786
FRMD6	c14_5320	122786
SOCS4	SOCS4	122809
NAA30	NAA30	122830
NAA30	C14orf35	122830
NAA30	Mak3p	122830
NAA30	NAT12	122830
NAA30	NAT12P	122830
GPHB5	GPHB5	122876
GPHB5	GPB5	122876
GPHB5	ZLUT1	122876
NOXRED1	NOXRED1	122945
NOXRED1	C14orf148	122945
JDP2	JDP2	122953
JDP2	JUNDM2	122953
ISCA2	ISCA2	122961
ISCA2	HBLD1	122961
ISCA2	ISA2	122961
ISCA2	MMDS4	122961
ISCA2	c14_5557	122961
ACOT4	ACOT4	122970
ACOT4	PTE-Ib	122970
ACOT4	PTE1B	122970
ACOT4	PTE2B	122970
TTC8	TTC8	123016
TTC8	BBS8	123016
TTC8	RP51	123016
TC2N	TC2N	123036
TC2N	C14orf47	123036
TC2N	C2CD1	123036
TC2N	MTAC2D1	123036
TC2N	Tac2-N	123036
SLC24A4	SLC24A4	123041
SLC24A4	AI2A5	123041
SLC24A4	NCKX4	123041
SLC24A4	SHEP6	123041
SLC25A29	SLC25A29	123096
SLC25A29	C14orf69	123096
SLC25A29	CACL	123096
SLC25A29	ORNT3	123096
DEGS2	DEGS2	123099
DEGS2	C14orf66	123099
DEGS2	DES2	123099
DEGS2	FADS8	123099
KLHL33	KLHL33	123103
LEO1	LEO1	123169
LEO1	RDL	123169
C15orf40	C15orf40	123207
SENP8	SENP8	123228
SENP8	DEN1	123228
SENP8	NEDP1	123228
SENP8	PRSC2	123228
MTFMT	MTFMT	123263
MTFMT	COXPD15	123263
MTFMT	FMT1	123263
SLC51B	SLC51B	123264
SLC51B	OSTB	123264
SLC51B	OSTBETA	123264
TARSL2	TARSL2	123283
HIGD2B	HIGD2B	123346
HIGD2B	HIGD2BP	123346
LRRC28	LRRC28	123355
TMEM266	TMEM266	123591
TMEM266	C15orf27	123591
TMEM266	HVRP1	123591
NIPA1	NIPA1	123606
NIPA1	FSP3	123606
NIPA1	SLC57A1	123606
NIPA1	SPG6	123606
AGBL1	AGBL1	123624
AGBL1	CCP4	123624
AGBL1	FECD8	123624
HYKK	HYKK	123688
HYKK	AGPHD1	123688
WHAMM	WHAMM	123720
WHAMM	WHAMM1	123720
WHAMM	WHDC1	123720
FSD2	FSD2	123722
FSD2	SPRYD1	123722
PLA2G4E	PLA2G4E	123745
C16orf46	C16orf46	123775
NTAN1	NTAN1	123803
NTAN1	PNAA	123803
NTAN1	PNAD	123803
FOPNL	FOPNL	123811
FOPNL	C16orf63	123811
FOPNL	FOR20	123811
FOPNL	PHSECRG2	123811
DNAAF1	DNAAF1	123872
DNAAF1	CILD13	123872
DNAAF1	LRRC50	123872
DNAAF1	ODA7	123872
DNAAF1	swt	123872
ACSM2A	ACSM2A	123876
ACSM2A	A-923A4.1	123876
DCUN1D3	DCUN1D3	123879
DCUN1D3	44M2.4	123879
DCUN1D3	SCCRO3	123879
NRN1L	NRN1L	123904
NRN1L	MRCC2446	123904
NRN1L	UNQ2446	123904
NRN1L	cpg15-2	123904
CMTM3	CMTM3	123920
CMTM3	BNAS2	123920
CMTM3	CKLFSF3	123920
C16orf78	C16orf78	123970
SPATA2L	SPATA2L	124044
SPATA2L	C16orf76	124044
SPATA33	SPATA33	124045
SPATA33	C16orf55	124045
NOXO1	NOXO1	124056
NOXO1	P41NOX	124056
NOXO1	P41NOXA	124056
NOXO1	P41NOXB	124056
NOXO1	P41NOXC	124056
NOXO1	SH3PXD5	124056
NOXO1	SNX28	124056
CCDC78	CCDC78	124093
CCDC78	C16orf25	124093
CCDC78	CNM4	124093
CCDC78	JFP10	124093
CCDC78	hsCCDC78	124093
IQCK	IQCK	124152
ZG16B	ZG16B	124220
ZG16B	EECP	124220
ZG16B	HRPE773	124220
ZG16B	JCLN2	124220
ZG16B	PAUF	124220
ZG16B	PRO1567	124220
PAQR4	PAQR4	124222
ZC3H18	ZC3H18	124245
ZC3H18	NHN1	124245
GPR139	GPR139	124274
GPR139	GPRg1	124274
GPR139	PGR3	124274
CDYL2	CDYL2	124359
CDYL2	PCCP1	124359
ANKS3	ANKS3	124401
UBALD1	UBALD1	124402
UBALD1	FAM100A	124402
UBALD1	PP11303	124402
SEPT12	SEPT12	124404
SEPT12	SPGF10	124404
ZNF720	ZNF720	124411
TMEM219	TMEM219	124446
EARS2	EARS2	124454
EARS2	COXPD12	124454
EARS2	MSE1	124454
EARS2	gluRS	124454
SNX20	SNX20	124460
SNX20	SLIC1	124460
TMEM170A	TMEM170A	124491
TMEM170A	TMEM170	124491
METTL23	METTL23	124512
METTL23	C17orf95	124512
METTL23	MRT44	124512
HSF5	HSF5	124535
HSF5	HSF 5	124535
HSF5	HSTF 5	124535
OR4D2	OR4D2	124538
OR4D2	BC2009	124538
OR4D2	OR17-24	124538
MSI2	MSI2	124540
MSI2	MSI2H	124540
SLC38A10	SLC38A10	124565
SLC38A10	PP1744	124565
CANT1	CANT1	124583
CANT1	DBQD	124583
CANT1	DBQD1	124583
CANT1	EDM7	124583
CANT1	SCAN-1	124583
CANT1	SCAN1	124583
CANT1	SHAPY	124583
USH1G	USH1G	124590
USH1G	ANKS4A	124590
USH1G	SANS	124590
CD300LB	CD300LB	124599
CD300LB	CD300b	124599
CD300LB	CLM-7	124599
CD300LB	CLM7	124599
CD300LB	CMRF35-A2	124599
CD300LB	IREM-3	124599
CD300LB	IREM3	124599
CD300LB	TREM-5	124599
CD300LB	TREM5	124599
KIF19	KIF19	124602
KIF19	KIF19A	124602
ZPBP2	ZPBP2	124626
ZPBP2	ZPBPL	124626
CYB5D1	CYB5D1	124637
OVCA2	OVCA2	124641
USP43	USP43	124739
KRBA2	KRBA2	124751
C17orf64	C17orf64	124773
SPATA32	SPATA32	124783
SPATA32	AEP2	124783
SPATA32	C17orf46	124783
SPATA32	TEX34	124783
SPATA32	VAD1.2	124783
HEXIM2	HEXIM2	124790
LSM12	LSM12	124801
LSM12	PNAS-135	124801
CCDC43	CCDC43	124808
CNTD1	CNTD1	124817
CNTD1	CNTD	124817
TMEM132E	TMEM132E	124842
TMEM132E	DFNB99	124842
WFIKKN2	WFIKKN2	124857
WFIKKN2	WFDC20B	124857
WFIKKN2	WFIKKNRP	124857
WFIKKN2	hGASP-1	124857
B4GALNT2	B4GALNT2	124872
B4GALNT2	B4GALT	124872
B4GALNT2	GALGT2	124872
SPACA3	SPACA3	124912
SPACA3	ALLP17	124912
SPACA3	CT54	124912
SPACA3	LYC3	124912
SPACA3	LYZC	124912
SPACA3	LYZL3	124912
SPACA3	SLLP1	124912
SGK494	SGK494	124923
SEZ6	SEZ6	124925
SEZ6	BSRPC	124925
ANKRD13B	ANKRD13B	124930
SLC43A2	SLC43A2	124935
SLC43A2	LAT4	124935
CYB5D2	CYB5D2	124936
C17orf49	C17orf49	124944
C17orf49	BAP18	124944
ZFP3	ZFP3	124961
ZFP3	ZNF752	124961
GGT6	GGT6	124975
SPNS2	SPNS2	124976
EFCAB13	EFCAB13	124989
EFCAB13	C17orf57	124989
MRPL10	MRPL10	124995
MRPL10	L10MT	124995
MRPL10	MRP-L10	124995
MRPL10	MRP-L8	124995
MRPL10	MRPL8	124995
MRPL10	RPML8	124995
WDR81	WDR81	124997
WDR81	CAMRQ2	124997
WDR81	PPP1R166	124997
WDR81	SORF-2	124997
TBC1D16	TBC1D16	125058
AFMID	AFMID	125061
AFMID	FKF	125061
AFMID	KF	125061
AFMID	KFA	125061
GJD3	GJD3	125111
GJD3	CX31.9	125111
GJD3	Cx30.2	125111
GJD3	GJA11	125111
KRT222	KRT222	125113
KRT222	KA21P	125113
KRT40	KRT40	125115
KRT40	CK-40	125115
KRT40	K40	125115
KRT40	KA36	125115
ZSWIM7	ZSWIM7	125150
MIEF2	MIEF2	125170
MIEF2	MID49	125170
MIEF2	SMCR7	125170
SLC5A10	SLC5A10	125206
SLC5A10	SGLT-5	125206
SLC5A10	SGLT5	125206
FAM210A	FAM210A	125228
FAM210A	C18orf19	125228
FAM210A	HsT2329	125228
LOXHD1	LOXHD1	125336
LOXHD1	DFNB77	125336
LOXHD1	LH2D1	125336
INO80C	INO80C	125476
INO80C	C18orf37	125476
INO80C	IES6	125476
INO80C	hIes6	125476
TTC39C	TTC39C	125488
TTC39C	C18orf17	125488
TTC39C	HsT2697	125488
FAM69C	FAM69C	125704
FAM69C	C18orf51	125704
CLDND2	CLDND2	125875
ZNF816	ZNF816	125893
ZNF816	ZNF816A	125893
ZNF543	ZNF543	125919
CEACAM20	CEACAM20	125931
CEACAM20	UNQ9366	125931
RAVER1	RAVER1	125950
OR7D4	OR7D4	125958
OR7D4	OR19-7	125958
OR7D4	OR19-B	125958
OR7D4	OR19BP	125958
OR7D4	hg105	125958
OR7G1	OR7G1	125962
OR7G1	OR19-15	125962
OR1M1	OR1M1	125963
COX6B2	COX6B2	125965
COX6B2	COXVIB2	125965
COX6B2	CT59	125965
CALR3	CALR3	125972
CALR3	CMH19	125972
CALR3	CT93	125972
ACER1	ACER1	125981
ACER1	ALKCDase1	125981
ACER1	ASAH3	125981
C19orf70	C19orf70	125988
C19orf70	MIC13	125988
C19orf70	P117	125988
C19orf70	QIL1	125988
MBD3L2	MBD3L2	125997
TRAPPC5	TRAPPC5	126003
TRAPPC5	TRS31	126003
PCP2	PCP2	126006
PCP2	GPSM4	126006
OSCAR	OSCAR	126014
OSCAR	PIGR3	126014
OSCAR	PIgR-3	126014
ZNF441	ZNF441	126068
ZNF491	ZNF491	126069
ZNF440	ZNF440	126070
SWSAP1	SWSAP1	126074
SWSAP1	C19orf39	126074
SWSAP1	SWS1AP1	126074
SWSAP1	ZSWIM7AP1	126074
CCDC159	CCDC159	126075
JOSD2	JOSD2	126119
JOSD2	SBBI54	126119
IZUMO2	IZUMO2	126123
IZUMO2	C19orf41	126123
IZUMO2	PLAL6978	126123
IZUMO2	PRO21961	126123
IZUMO2	SCRL	126123
CPT1C	CPT1C	126129
CPT1C	CPT1-B	126129
CPT1C	CPT1P	126129
CPT1C	CPTI-B	126129
CPT1C	CPTIC	126129
CPT1C	SPG73	126129
ALDH16A1	ALDH16A1	126133
NTN5	NTN5	126147
NLRP13	NLRP13	126204
NLRP13	CLR19.7	126204
NLRP13	NALP13	126204
NLRP13	NOD14	126204
NLRP13	PAN13	126204
NLRP8	NLRP8	126205
NLRP8	CLR19.2	126205
NLRP8	NALP8	126205
NLRP8	NOD16	126205
NLRP8	PAN4	126205
NLRP5	NLRP5	126206
NLRP5	CLR19.8	126206
NLRP5	MATER	126206
NLRP5	NALP5	126206
NLRP5	PAN11	126206
NLRP5	PYPAF8	126206
ZNF787	ZNF787	126208
ZNF787	TIP20	126208
ZNF573	ZNF573	126231
WDR88	WDR88	126248
WDR88	PQWD	126248
TMIGD2	TMIGD2	126259
TMIGD2	CD28H	126259
TMIGD2	IGPR-1	126259
TMIGD2	IGPR1	126259
EID2B	EID2B	126272
EID2B	EID-2B	126272
EID2B	EID-3	126272
TNFAIP8L1	TNFAIP8L1	126282
TNFAIP8L1	TIPE1	126282
ZNF57	ZNF57	126295
ZNF57	ZNF424	126295
IRGQ	IRGQ	126298
IRGQ	FKSG271	126298
ZNF428	ZNF428	126299
ZNF428	C19orf37	126299
ZNF428	Zfp428	126299
JSRP1	JSRP1	126306
JSRP1	JP-45	126306
JSRP1	JP45	126306
MOB3A	MOB3A	126308
MOB3A	MOB-LAK	126308
MOB3A	MOB1C	126308
MOB3A	MOBKL2A	126308
MOB3A	moblak	126308
MFSD12	MFSD12	126321
MFSD12	C19orf28	126321
MFSD12	PP3501	126321
GIPC3	GIPC3	126326
GIPC3	C19orf64	126326
GIPC3	DFNB15	126326
GIPC3	DFNB72	126326
GIPC3	DFNB95	126326
NDUFA11	NDUFA11	126328
NDUFA11	B14.7	126328
NDUFA11	CI-B14.7	126328
MISP	MISP	126353
MISP	C19orf211	126353
LRRC25	LRRC25	126364
LRRC25	MAPA	126364
OR1I1	OR1I1	126370
OR1I1	OR19-20P	126370
OR1I1	OR1I1Q	126370
WTIP	WTIP	126374
ZNF792	ZNF792	126375
NR2C2AP	NR2C2AP	126382
NR2C2AP	TRA16	126382
HSPB6	HSPB6	126393
HSPB6	HEL55	126393
HSPB6	Hsp20	126393
HSPB6	PPP1R91	126393
CCDC105	CCDC105	126402
CYP4F22	CYP4F22	126410
CYP4F22	ARCI5	126410
CYP4F22	INLNE	126410
CYP4F22	LI3	126410
RINL	RINL	126432
FBXO27	FBXO27	126433
FBXO27	FBG5	126433
FBXO27	Fbx27	126433
PLK5	PLK5	126520
PLK5	PLK-5P	126520
PLK5	SgK384ps	126520
C19orf47	C19orf47	126526
OR10H4	OR10H4	126541
OR10H4	OR19-28	126541
ANKLE1	ANKLE1	126549
ANKLE1	ANKRD41	126549
ANKLE1	LEM3	126549
ANKLE1	LEMD6	126549
C2CD4C	C2CD4C	126567
C2CD4C	FAM148C	126567
C2CD4C	KIAA1957	126567
C2CD4C	NLF3	126567
GABPB2	GABPB2	126626
GABPB2	GABPB-2	126626
TCHHL1	TCHHL1	126637
TCHHL1	S100A17	126637
TCHHL1	THHL1	126637
RPTN	RPTN	126638
TDRD10	TDRD10	126668
SHE	SHE	126669
KDF1	KDF1	126695
KDF1	C1orf172	126695
KDF1	ECTD12	126695
CCSAP	CCSAP	126731
CCSAP	C1orf96	126731
CCSAP	CSAP	126731
LRRC38	LRRC38	126755
AADACL3	AADACL3	126767
PUSL1	PUSL1	126789
B3GALT6	B3GALT6	126792
B3GALT6	EDSP2	126792
B3GALT6	EDSSPD2	126792
B3GALT6	SEMDJL1	126792
B3GALT6	beta3GalT6	126792
WDR63	WDR63	126820
WDR63	DIC3	126820
WDR63	NYD-SP29	126820
KLHDC9	KLHDC9	126823
KLHDC9	KARCA1	126823
AXDND1	AXDND1	126859
AXDND1	C1orf125	126859
MAB21L3	MAB21L3	126868
MAB21L3	C1orf161	126868
IFFO2	IFFO2	126917
HIST2H3C	HIST2H3C	126961
HIST2H3C	H3.2	126961
HIST2H3C	H3/M	126961
HIST2H3C	H3F2	126961
HIST2H3C	H3FM	126961
HIST2H3C	H3FN	126961
SLC44A3	SLC44A3	126969
SLC44A3	CTL3	126969
ATXN7L2	ATXN7L2	127002
C1orf194	C1orf194	127003
LYPLAL1	LYPLAL1	127018
LYPLAL1	Q96AV0	127018
OR2M5	OR2M5	127059
OR2M5	OR2M5P	127059
OR2M3	OR2M3	127062
OR2M3	OR1-54P	127062
OR2M3	OR2M6	127062
OR2M3	OST003	127062
OR2T12	OR2T12	127064
OR2T12	OR1-57	127064
OR14C36	OR14C36	127066
OR14C36	OR5BF1	127066
OR2T34	OR2T34	127068
OR2T10	OR2T10	127069
OR2T10	OR1-64	127069
OR2T4	OR2T4	127074
OR2T4	OR1-60Q	127074
OR2T11	OR2T11	127077
OR2T11	OR2T11Q	127077
ATP6V1G3	ATP6V1G3	127124
ATP6V1G3	ATP6G3	127124
ASB17	ASB17	127247
ASB17	Asb-17	127247
TYW3	TYW3	127253
TYW3	C1orf171	127253
ERICH3	ERICH3	127254
ERICH3	C1orf173	127254
LRRIQ3	LRRIQ3	127255
LRRIQ3	LRRC44	127255
TPRG1L	TPRG1L	127262
TPRG1L	FAM79A	127262
TPRG1L	h-mover	127262
TPRG1L	mover	127262
FAM213B	FAM213B	127281
FAM213B	C1orf93	127281
MYOM3	MYOM3	127294
DMBX1	DMBX1	127343
DMBX1	MBX	127343
DMBX1	PAXB	127343
OR10J5	OR10J5	127385
OR10J5	OR1-28	127385
TMCO2	TMCO2	127391
TMCO2	dJ39G22.2	127391
ZNF684	ZNF684	127396
TCEANC2	TCEANC2	127428
TCEANC2	C1orf83	127428
PODN	PODN	127435
PODN	PCAN	127435
PODN	SLRR5A	127435
LRRC39	LRRC39	127495
GJB4	GJB4	127534
GJB4	CX30.3	127534
GJB4	EKVP2	127534
HMGB4	HMGB4	127540
HMGB4	dJ1007G16.5	127540
RNF19B	RNF19B	127544
RNF19B	IBRDC3	127544
RNF19B	NKLAM	127544
A3GALT2	A3GALT2	127550
A3GALT2	A3GALT2P	127550
A3GALT2	IGB3S	127550
A3GALT2	IGBS3S	127550
DCST2	DCST2	127579
DNAH14	DNAH14	127602
DNAH14	C1orf67	127602
DNAH14	Dnahc14	127602
DNAH14	HL-18	127602
DNAH14	HL18	127602
OR2AJ1	OR2AJ1	127608
OR2AJ1	OR2AJ1PQ	127608
OR2B11	OR2B11	127623
ZNF648	ZNF648	127665
TEDDM1	TEDDM1	127670
TEDDM1	EDDM9	127670
TEDDM1	Epdd1	127670
TEDDM1	HE9	127670
TEDDM1	HEL-S-45e	127670
TEDDM1	TMEM45C	127670
C1orf122	C1orf122	127687
C1orf122	ALAESM	127687
OSCP1	OSCP1	127700
OSCP1	C1orf102	127700
C1orf216	C1orf216	127703
KLHDC7A	KLHDC7A	127707
VWA5B1	VWA5B1	127731
UBXN10	UBXN10	127733
UBXN10	UBXD3	127733
C1orf87	C1orf87	127795
C1orf87	CREF	127795
ARL8A	ARL8A	127829
ARL8A	ARL10B	127829
ARL8A	GIE2	127829
SYT2	SYT2	127833
SYT2	CMS7	127833
SYT2	MYSPC	127833
SYT2	SytII	127833
GOLT1A	GOLT1A	127845
GOLT1A	HMFN1187	127845
GOLT1A	hGOT1b	127845
UHMK1	UHMK1	127933
UHMK1	KIS	127933
UHMK1	KIST	127933
UHMK1	P-CIP2	127933
FCRLB	FCRLB	127943
FCRLB	FCRLM2	127943
FCRLB	FCRLY	127943
FCRLB	FREB-2	127943
FCRLB	FREB2	127943
FCRLB	FcRY	127943
WDR64	WDR64	128025
C1orf131	C1orf131	128061
LIX1L	LIX1L	128077
SPATA17	SPATA17	128153
SPATA17	MSRG-11	128153
SPATA17	MSRG11	128153
EDARADD	EDARADD	128178
EDARADD	ECTD11A	128178
EDARADD	ECTD11B	128178
KLF17	KLF17	128209
KLF17	ZNF393	128209
KLF17	Zfp393	128209
TMEM125	TMEM125	128218
TSACC	TSACC	128229
TSACC	C1orf182	128229
TSACC	SSTK-IP	128229
IQGAP3	IQGAP3	128239
NAXE	NAXE	128240
NAXE	APOA1BP	128240
NAXE	PEBEL	128240
NAXE	YJEFN1	128240
ARHGEF19	ARHGEF19	128272
ARHGEF19	WGEF	128272
MRPL55	MRPL55	128308
MRPL55	AAVG5835	128308
MRPL55	L55nt	128308
MRPL55	MRP-L55	128308
MRPL55	PRO19675	128308
HIST3H2BB	HIST3H2BB	128312
HIST3H2BB	H2Bb	128312
DRAM2	DRAM2	128338
DRAM2	CORD21	128338
DRAM2	PRO180	128338
DRAM2	TMEM77	128338
DRAM2	WWFQ154	128338
PIFO	PIFO	128344
PIFO	C1orf88	128344
PIFO	pitchfork	128344
C1orf162	C1orf162	128346
OR10T2	OR10T2	128360
OR10T2	OR1-3	128360
OR6P1	OR6P1	128366
OR10X1	OR10X1	128367
OR10X1	OR1-13	128367
OR10X1	OR1-14P	128367
OR10Z1	OR10Z1	128368
OR10Z1	OR1-15	128368
OR6K6	OR6K6	128371
OR6K6	OR1-21	128371
OR6N1	OR6N1	128372
OR6N1	OR1-22	128372
TATDN3	TATDN3	128387
BHLHE23	BHLHE23	128408
BHLHE23	BETA4	128408
BHLHE23	BHLHB4	128408
BHLHE23	Beta3b	128408
BHLHE23	bA305P22.3	128408
NKAIN4	NKAIN4	128414
NKAIN4	C20orf58	128414
NKAIN4	FAM77A	128414
NKAIN4	bA261N11.2	128414
VSTM2L	VSTM2L	128434
VSTM2L	C20orf102	128434
VSTM2L	dJ1118M15.2	128434
FITM2	FITM2	128486
FITM2	C20orf142	128486
FITM2	Fit2	128486
FITM2	dJ881L22.2	128486
WFDC12	WFDC12	128488
WFDC12	C20orf122	128488
WFDC12	SWAM2	128488
WFDC12	WAP2	128488
WFDC12	dJ211D12.4	128488
SPATA25	SPATA25	128497
SPATA25	C20orf165	128497
SPATA25	TSG23	128497
SPATA25	dJ337O18.8	128497
OCSTAMP	OCSTAMP	128506
OCSTAMP	C20orf123	128506
OCSTAMP	OC-STAMP	128506
OCSTAMP	dJ257E24.3	128506
TSHZ2	TSHZ2	128553
TSHZ2	C20orf17	128553
TSHZ2	OVC10-2	128553
TSHZ2	ZABC2	128553
TSHZ2	ZNF218	128553
C20orf85	C20orf85	128602
C20orf85	LLC1	128602
C20orf85	bA196N14.1	128602
ZNF831	ZNF831	128611
ZNF831	C20orf174	128611
TBC1D20	TBC1D20	128637
TBC1D20	C20orf140	128637
TBC1D20	WARBM4	128637
SIRPD	SIRPD	128646
SIRPD	PTPNS1L2	128646
SIRPD	dJ576H24.4	128646
C20orf141	C20orf141	128653
C20orf141	dJ860F19.4	128653
PROKR2	PROKR2	128674
PROKR2	GPR73L1	128674
PROKR2	GPR73b	128674
PROKR2	GPRg2	128674
PROKR2	HH3	128674
PROKR2	KAL3	128674
