entrez	length_RefSeq	domains_InterPro	duplicability	ohnolog	essentiality_percentage	expressed_tissues_rnaseq	expressed_tissues_protein	ppin_degree	ppin_betweenness	ppin_clustering	complexes	mirna	multiDomain	ppin_hub	ppin_central	old	metazoans	vertebrates	mammalsPrimates	essentiality_oneCellLine	rnaseq_never	rnaseq_selective	rnaseq_middle	rnaseq_ubiquitous	protein_low	protein_high
390265	311	3	1	0	0	0	36	16	1555.37428612596	0.0682926829268293	1	14	1	0	0	0	0	0	1	0	1	0	0	0	0	0
390271	313	3	1	0	0	0	36	16	1555.37428612596	0.0682926829268293	1	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0
390275	326	3	1	0	1.33333333333333	0	36	16	1555.37428612596	0.0682926829268293	1	14	1	0	0	0	0	1	0	1	1	0	0	0	0	0
390321	312	3	1	0	2.27272727272727	0	36	16	1555.37428612596	0.0682926829268293	1	14	1	0	0	0	0	1	0	1	1	0	0	0	0	0
390323	312	3	1	0	0	0	36	16	1555.37428612596	0.0682926829268293	1	14	1	0	0	1	0	0	0	0	1	0	0	0	0	0
390326	312	3	1	0	4.54545454545455	0	36	16	1555.37428612596	0.0682926829268293	1	14	1	0	0	1	0	0	0	1	1	0	0	0	0	0
390327	312	3	1	0	0	0	36	1	0	0	1	14	1	0	0	1	0	0	0	0	1	0	0	0	0	0
390429	307	3	1	0	0	0	36	16	1555.37428612596	0.0682926829268293	1	14	1	0	0	0	0	0	1	0	1	0	0	0	0	0
390431	314	3	1	0	0	0	36	16	1555.37428612596	0.0682926829268293	1	14	1	0	0	0	0	0	1	0	1	0	0	0	0	0
390433	304	3	1	0	0	0	36	16	1555.37428612596	0.0682926829268293	1	14	1	0	0	0	0	0	1	0	1	0	0	0	0	0
390436	343	3	0	0	10.8843537414966	0	36	16	1555.37428612596	0.0682926829268293	1	14	1	0	0	0	1	0	0	1	1	0	0	0	0	0
390437	308	3	1	0	0	0	36	16	1555.37428612596	0.0682926829268293	1	14	1	0	0	0	0	0	1	0	1	0	0	0	0	0
390439	345	3	1	0	0	0	36	16	1555.37428612596	0.0682926829268293	1	14	1	0	0	0	0	1	0	0	1	0	0	0	0	0
390442	324	3	1	0	25	0	36	16	1555.37428612596	0.0682926829268293	1	14	1	0	0	0	0	1	0	1	1	0	0	0	0	0
390443	210	4	0	0	2.25988700564972	1	36	1	0	0	3	14	1	0	0	0	0	0	1	1	0	1	0	0	0	0
390445	362	3	0	0	2.25563909774436	0	36	16	1555.37428612596	0.0682926829268293	1	14	1	0	0	0	0	0	1	1	1	0	0	0	0	0
390637	385	1	0	0	0	39	12	11	3317.34175941805	0.0181818181818182	3	37	0	0	0	1	0	0	0	0	0	0	0	1	0	0
390648	312	3	1	0	0	0	36	16	1555.37428612596	0.0682926829268293	1	14	1	0	0	0	0	0	1	0	1	0	0	0	0	0
390649	312	3	1	0	2.27272727272727	0	36	16	1555.37428612596	0.0682926829268293	1	14	1	0	0	0	0	0	1	1	1	0	0	0	0	0
390667	478	2	0	0	0	0	11	16	1555.37428612596	0.0682926829268293	3	14	1	0	0	0	1	0	0	0	1	0	0	0	0	0
390882	345	3	1	0	1.35135135135135	0	36	16	1555.37428612596	0.0682926829268293	1	14	1	0	0	0	1	0	0	1	1	0	0	0	0	0
390883	312	3	1	0	11.3636363636364	0	36	1	0	0	1	14	1	0	0	0	1	0	0	1	1	0	0	0	0	0
390892	309	3	1	0	0	0	36	16	1555.37428612596	0.0682926829268293	1	14	1	0	0	0	1	0	0	0	1	0	0	0	0	0
390927	406	4	0	1	0	36	36	1	0	0	1	47	1	0	0	1	0	0	0	0	0	0	1	0	0	0
390928	438	6	0	0	0	4	38	5	158.678990629753	0	3	14	1	0	0	1	0	0	0	0	0	1	0	0	0	0
390980	627	4	1	0	0.598802395209581	35	40	1	0	0	3	115	1	0	0	1	0	0	0	1	0	0	1	0	0	0
390992	186	2	0	0	2.25988700564972	0	36	16	1555.37428612596	0.0682926829268293	3	14	1	0	0	0	0	1	0	1	1	0	0	0	0	0
391002	474	2	1	0	3.57142857142857	0	17	1	0	0	3	2	1	0	0	0	0	0	1	1	1	0	0	0	0	0
391059	626	4	0	0	6.9364161849711	36	36	16	1555.37428612596	0.0682926829268293	3	47	1	0	0	1	0	0	0	1	0	0	1	0	0	0
391104	139	4	0	0	0.740740740740741	0	36	3	8.16605440348324	0.333333333333333	3	71	1	0	0	1	0	0	0	1	1	0	0	0	0	0
391107	312	3	1	0	2.89855072463768	0	36	16	1555.37428612596	0.0682926829268293	1	14	1	0	0	0	0	0	1	1	1	0	0	0	0	0
391109	313	3	1	0	0	0	36	16	1555.37428612596	0.0682926829268293	1	14	1	0	0	0	0	0	1	0	1	0	0	0	0	0
391112	325	3	0	0	4.54545454545455	0	36	16	1555.37428612596	0.0682926829268293	1	14	1	0	0	0	0	1	0	1	1	0	0	0	0	0
391114	315	3	1	0	0	0	36	16	1555.37428612596	0.0682926829268293	1	14	1	0	0	0	0	0	1	0	1	0	0	0	0	0
391123	414	6	0	0	0	8	36	46	23741.6891788152	0.0164251207729469	3	14	1	1	1	0	0	1	0	0	0	0	1	0	0	0
391189	322	3	0	0	0	0	36	16	1555.37428612596	0.0682926829268293	1	14	1	0	0	0	0	1	0	0	1	0	0	0	0	0
391190	312	3	1	0	1.13636363636364	40	36	16	1555.37428612596	0.0682926829268293	1	14	1	0	0	1	0	0	0	1	0	0	0	1	0	0
391191	335	3	0	0	1.31578947368421	0	36	16	1555.37428612596	0.0682926829268293	1	14	1	0	0	0	0	0	1	1	1	0	0	0	0	0
391192	312	3	1	0	0	0	36	16	1555.37428612596	0.0682926829268293	1	14	1	0	0	0	0	1	0	0	1	0	0	0	0	0
391194	347	3	1	0	0	0	36	16	1555.37428612596	0.0682926829268293	1	14	1	0	0	0	0	0	1	0	1	0	0	0	0	0
391195	320	3	1	0	0	0	36	16	1555.37428612596	0.0682926829268293	1	14	1	0	0	0	0	0	1	0	1	0	0	0	0	0
391196	312	3	1	0	0	0	36	16	1555.37428612596	0.0682926829268293	1	14	1	0	0	0	0	0	1	0	1	0	0	0	0	0
391211	316	3	1	0	0	0	36	16	1555.37428612596	0.0682926829268293	1	14	1	0	0	0	0	1	0	0	1	0	0	0	0	0
391356	140	3	0	0	1.70454545454545	43	38	6	716.319598226269	0	3	14	1	0	0	1	0	0	0	1	0	0	0	1	0	0
391365	265	2	0	1	0.564971751412429	1	36	16	1555.37428612596	0.0682926829268293	3	14	1	0	0	1	0	0	0	1	0	1	0	0	0	0
391712	209	4	1	0	7.14285714285714	16	36	16	1555.37428612596	0.0682926829268293	3	14	1	0	0	1	0	0	0	1	0	0	1	0	0	0
392138	310	3	1	0	2.27272727272727	0	36	16	1555.37428612596	0.0682926829268293	1	14	1	0	0	0	0	0	1	1	1	0	0	0	0	0
392255	455	5	0	1	2.25988700564972	10	36	6	66.5854940137587	0.333333333333333	3	14	1	0	0	0	1	0	0	1	0	0	1	0	0	0
392309	312	3	0	0	13.6363636363636	0	36	16	1555.37428612596	0.0682926829268293	1	14	1	0	0	0	0	0	1	1	1	0	0	0	0	0
392376	318	3	1	0	0	0	36	16	1555.37428612596	0.0682926829268293	1	14	1	0	0	0	0	1	0	0	1	0	0	0	0	0
392390	311	3	1	0	0	0	36	16	1555.37428612596	0.0682926829268293	1	14	1	0	0	0	1	0	0	0	1	0	0	0	0	0
392391	320	3	0	0	4.63576158940397	0	36	16	1555.37428612596	0.0682926829268293	1	14	1	0	0	0	0	0	1	1	1	0	0	0	0	0
394263	626	3	1	0	0	3	4	16	1555.37428612596	0.0682926829268293	3	18	1	0	0	0	0	0	1	0	0	1	0	0	1	0
399726	136	0	0	0	0	16	36	1	0	0	3	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0
399814	335	1	0	0	0	1	36	16	1555.37428612596	0.0682926829268293	3	14	0	0	0	0	0	0	1	0	0	1	0	0	0	0
400258	177	1	0	0	0	10	36	16	1555.37428612596	0.0682926829268293	3	13	0	0	0	0	0	0	1	0	0	0	1	0	0	0
400506	518	3	1	0	1.44927536231884	42	21	58	2876.52423768703	0.286751361161524	3	14	1	1	0	0	1	0	0	1	0	0	0	1	0	0
400566	423	1	0	0	0	31	31	1	0	0	3	14	0	0	0	0	1	0	0	0	0	0	1	0	0	0
400569	117	1	0	0	93.9393939393939	43	9	31	1385.6324158103	0.806451612903226	6	5	0	0	0	0	1	0	0	1	0	0	0	1	0	0
400673	169	1	0	0	1.44927536231884	42	36	3	823.698862990684	0	3	18	0	0	0	0	1	0	0	1	0	0	0	1	0	0
400720	489	4	0	1	0	40	36	2	0	1	1	84	1	0	0	1	0	0	0	0	0	0	0	1	0	0
400735	478	2	1	0	0	0	36	1	0	0	3	14	1	0	0	0	0	0	1	0	1	0	0	0	0	0
400746	102	1	0	0	0	13	36	16	1555.37428612596	0.0682926829268293	3	42	0	0	0	0	0	1	0	0	0	0	1	0	0	0
400831	122	0	0	0	0.704225352112676	3	36	16	1555.37428612596	0.0682926829268293	3	14	0	0	0	0	0	0	1	1	0	1	0	0	0	0
401152	199	1	0	0	0	43	43	7	224.453531357017	0.0476190476190476	3	28	0	0	0	0	0	0	1	0	0	0	0	1	0	1
401190	257	1	0	0	0	16	41	3	137.267865704659	0.666666666666667	3	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1
401250	119	1	0	0	0	1	36	16	1555.37428612596	0.0682926829268293	3	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0
401265	634	7	0	0	0	7	36	1	0	0	3	5	1	0	0	1	0	0	0	0	0	0	1	0	0	0
401409	217	3	0	1	5.71428571428571	11	36	16	1555.37428612596	0.0682926829268293	2	39	1	0	0	1	0	0	0	1	0	0	1	0	0	0
401494	283	3	0	0	6.89655172413793	37	0	16	1555.37428612596	0.0682926829268293	3	70	1	0	0	1	0	0	0	1	0	0	0	1	1	0
401505	92	2	0	0	0	43	41	5	326.589071262212	0	2	30	1	0	0	0	0	1	0	0	0	0	0	1	0	1
401535	121	0	0	0	0	40	36	16	1555.37428612596	0.0682926829268293	3	33	0	0	0	0	0	0	1	0	0	0	0	1	0	0
401541	288	1	0	0	18.8405797101449	36	39	18	1365.99284815892	0.176470588235294	14	14	0	0	0	0	0	1	0	1	0	0	1	0	0	0
401546	239	1	0	0	0.675675675675676	16	18	16	1555.37428612596	0.0682926829268293	3	14	0	0	0	0	0	1	0	1	0	0	1	0	0	0
401647	167	1	0	1	0.675675675675676	18	43	3	18.2857824714624	0	3	17	0	0	0	1	0	0	0	1	0	0	1	0	0	1
401665	354	3	0	0	0	0	36	16	1555.37428612596	0.0682926829268293	1	14	1	0	0	0	0	0	1	0	1	0	0	0	0	0
401666	313	3	1	0	0	0	36	16	1555.37428612596	0.0682926829268293	1	14	1	0	0	0	0	0	1	0	1	0	0	0	0	0
401667	313	3	1	0	0	0	36	16	1555.37428612596	0.0682926829268293	1	14	1	0	0	0	0	0	1	0	1	0	0	0	0	0
401992	324	3	1	0	5.46875	0	36	16	1555.37428612596	0.0682926829268293	1	14	1	0	0	0	1	0	0	1	1	0	0	0	0	0
401993	315	3	1	0	0.757575757575758	0	36	16	1555.37428612596	0.0682926829268293	1	14	1	0	0	0	0	1	0	1	1	0	0	0	0	0
401994	311	3	0	0	15.9090909090909	0	36	1	0	0	1	14	1	0	0	0	0	1	0	1	1	0	0	0	0	0
402055	339	2	0	0	11.1111111111111	43	40	3	6.63562570854219	0.333333333333333	3	62	1	0	0	1	0	0	0	1	0	0	0	1	0	0
402135	316	3	1	0	0	1	36	16	1555.37428612596	0.0682926829268293	1	14	1	0	0	0	0	0	1	0	0	1	0	0	0	0
402573	206	1	0	0	4.34782608695652	9	1	16	1555.37428612596	0.0682926829268293	3	14	0	0	0	0	0	0	1	1	0	0	1	0	1	0
402682	142	1	0	0	5.79710144927536	24	44	16	1555.37428612596	0.0682926829268293	3	14	0	0	0	1	0	0	0	1	0	0	1	0	0	1
403239	317	3	1	0	5.55555555555556	0	36	16	1555.37428612596	0.0682926829268293	1	14	1	0	0	1	0	0	0	1	1	0	0	0	0	0
403244	323	3	1	0	0	0	36	2	16.5726514194183	0	1	14	1	0	0	0	1	0	0	0	1	0	0	0	0	0
403253	309	3	1	0	0	0	36	16	1555.37428612596	0.0682926829268293	1	14	1	0	0	0	0	0	1	0	1	0	0	0	0	0
403257	306	3	1	0	0	40	36	16	1555.37428612596	0.0682926829268293	3	14	1	0	0	1	0	0	0	0	0	0	0	1	0	0
403273	310	3	1	0	0	0	36	16	1555.37428612596	0.0682926829268293	1	14	1	0	0	0	0	0	1	0	1	0	0	0	0	0
403274	313	3	1	0	0	0	36	16	1555.37428612596	0.0682926829268293	1	14	1	0	0	0	0	0	1	0	1	0	0	0	0	0
403277	321	3	1	0	0	0	36	16	1555.37428612596	0.0682926829268293	1	14	1	0	0	0	0	0	1	0	1	0	0	0	0	0
403278	321	3	1	0	5.71428571428571	0	36	16	1555.37428612596	0.0682926829268293	1	14	1	0	0	0	0	0	1	1	1	0	0	0	0	0
403282	312	3	1	0	0	0	36	16	1555.37428612596	0.0682926829268293	1	14	1	0	0	1	0	0	0	0	1	0	0	0	0	0
403284	312	3	1	0	0	0	36	16	1555.37428612596	0.0682926829268293	1	14	1	0	0	0	0	0	1	0	1	0	0	0	0	0
404785	508	3	1	0	47.4576271186441	0	36	16	1555.37428612596	0.0682926829268293	3	124	1	0	0	1	0	0	0	1	1	0	0	0	0	0
408263	224	3	0	0	0.564971751412429	2	30	16	1555.37428612596	0.0682926829268293	3	18	1	0	0	0	0	1	0	1	0	1	0	0	0	0
414061	145	4	1	0	6.66666666666667	40	36	3	16.5075465883496	0.333333333333333	3	14	1	0	0	1	0	0	0	1	0	0	0	1	0	0
414236	151	0	0	0	4.61538461538462	0	25	3	48.6127789037017	0	3	28	0	0	0	0	0	0	1	1	1	0	0	0	0	0
414301	396	4	0	0	0	1	36	15	4545.69567825835	0.019047619047619	3	14	1	0	0	1	0	0	0	0	0	1	0	0	0	0
414332	200	3	0	0	9.82658959537572	16	4	16	1555.37428612596	0.0682926829268293	3	3	1	0	0	0	0	0	1	1	0	0	1	0	1	0
414899	108	0	0	0	1.44927536231884	0	36	12	273.631134947232	0.166666666666667	3	14	0	0	0	0	0	0	1	1	1	0	0	0	0	0
414919	216	1	0	0	2.7027027027027	43	42	3	7.84258868483993	0	3	20	0	0	0	1	0	0	0	1	0	0	0	1	0	1
415116	326	5	0	1	6.21468926553672	43	36	3	6.60237566052845	0.333333333333333	3	46	1	0	0	1	0	0	0	1	0	0	0	1	0	0
415117	294	5	0	0	0	16	43	20	2417.14338142992	0.0631578947368421	3	1	1	0	0	1	0	0	0	0	0	0	1	0	0	1
439996	474	3	1	0	6.08108108108108	3	2	6	79.2055642498437	0.0666666666666667	3	14	1	0	0	1	0	0	0	1	0	1	0	0	1	0
440023	129	1	1	0	7.14285714285714	0	36	23	425.285962659291	0.565217391304348	3	10	0	0	0	1	0	0	0	1	1	0	0	0	0	0
440050	165	1	1	0	0	1	36	16	1555.37428612596	0.0682926829268293	3	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0
440051	156	1	1	0	30	0	36	16	1555.37428612596	0.0682926829268293	3	14	0	0	0	1	0	0	0	1	1	0	0	0	0	0
440077	300	4	1	0	7.14285714285714	10	36	16	1555.37428612596	0.0682926829268293	1	10	1	0	0	1	0	0	0	1	0	0	1	0	0	0
440087	225	2	0	0	0	12	36	4	28.4710592567548	0	3	14	1	0	0	0	0	1	0	0	0	0	1	0	0	0
440093	135	3	1	0	0	6	44	21	912.952022727316	0.0285714285714286	3	71	1	0	0	1	0	0	0	0	0	1	0	0	0	1
440097	339	5	0	1	0	2	36	16	1555.37428612596	0.0682926829268293	3	14	1	0	0	0	0	1	0	0	0	1	0	0	0	0
440107	379	5	0	0	0	6	36	16	1555.37428612596	0.0682926829268293	3	38	1	0	0	1	0	0	0	0	0	1	0	0	0	0
440138	492	3	0	0	92.7536231884058	37	44	9	412.198587174485	0	3	14	1	0	0	1	0	0	0	1	0	0	0	1	0	1
440153	326	3	1	0	0	0	36	16	1555.37428612596	0.0682926829268293	3	14	1	0	0	0	0	1	0	0	1	0	0	0	0	0
440163	156	4	0	0	0.564971751412429	1	36	11	723.779465436854	0.0181818181818182	3	14	1	0	0	0	0	0	1	1	0	1	0	0	0	0
440275	1649	10	0	0	9.03954802259887	43	38	30	4580.86580000196	0.0919540229885057	3	8	1	0	0	1	0	0	0	1	0	0	0	1	0	0
440387	263	5	1	1	0	21	36	1	0	0	3	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0
440400	137	1	0	0	75	43	39	1	0	0	3	11	0	0	0	0	0	1	0	1	0	0	0	1	0	0
440435	2367	2	0	1	0.675675675675676	0	36	16	1555.37428612596	0.0682926829268293	3	14	1	0	0	0	1	0	0	1	1	0	0	0	0	0
440503	463	1	0	0	0	35	36	6	59.1528954784475	0	3	17	0	0	0	0	1	0	0	0	0	0	1	0	0	0
440561	476	2	1	0	62.962962962963	0	36	16	1555.37428612596	0.0682926829268293	3	14	1	0	0	0	0	0	1	1	1	0	0	0	0	0
440574	140	3	0	0	47.7611940298507	43	43	27	5325.05439452001	0.0968660968660969	3	74	1	0	0	1	0	0	0	1	0	0	0	1	0	1
440590	759	3	0	0	7.73809523809524	2	36	6	79.6992631714518	0	3	104	1	0	0	0	0	0	1	1	0	1	0	0	0	0
440603	163	2	0	0	1.44927536231884	13	16	5	253.34280156628	0	3	43	1	0	0	0	0	1	0	1	0	0	1	0	0	0
440689	134	3	1	0	92.5925925925926	24	44	12	69.9824015092009	0.242424242424242	3	13	1	0	0	1	0	0	0	1	0	0	1	0	0	1
440695	361	4	0	0	0	0	36	16	1555.37428612596	0.0682926829268293	3	14	1	0	0	0	1	0	0	0	1	0	0	0	0	0
440699	313	4	0	0	1.70454545454545	1	36	1	0	0	3	14	1	0	0	1	0	0	0	1	0	1	0	0	0	0
440712	172	1	0	0	2.89855072463768	26	36	14	608.786684814511	0.010989010989011	3	14	0	0	0	0	0	0	1	1	0	0	1	0	0	0
440738	147	3	0	0	2.89855072463768	12	36	59	4668.97980483	0.105786090005845	4	1	1	1	0	1	0	0	0	1	0	0	1	0	0	0
440822	882	5	0	1	0	0	36	1	0	0	3	14	1	0	0	1	0	0	0	0	1	0	0	0	0	0
440836	253	1	0	0	0	42	4	16	1555.37428612596	0.0682926829268293	3	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0
440955	159	1	0	0	2.7027027027027	1	36	1	0	0	3	14	0	0	0	0	0	0	1	1	0	1	0	0	0	0
441150	101	1	0	0	1.44927536231884	43	44	8	509.213185632306	0.0714285714285714	3	14	0	0	0	0	0	0	1	1	0	0	0	1	0	1
441294	777	0	1	0	20	1	36	16	1555.37428612596	0.0682926829268293	3	14	0	0	0	1	0	0	0	1	0	1	0	0	0	0
441308	312	3	1	0	0	0	36	16	1555.37428612596	0.0682926829268293	1	14	1	0	0	0	0	0	1	0	1	0	0	0	0	0
441376	155	0	0	0	0	8	36	16	1555.37428612596	0.0682926829268293	3	14	0	0	0	0	0	0	1	0	0	0	1	0	0	0
441381	513	10	0	0	5.40540540540541	40	22	2	5.44216380309749	0	3	14	1	0	0	1	0	0	0	1	0	0	0	1	0	0
441476	386	0	0	0	22.7272727272727	9	36	3	6.51018491220012	0	3	14	0	0	0	0	1	0	0	1	0	0	1	0	0	0
441478	114	3	0	0	0.564971751412429	36	44	1	0	0	3	15	1	0	0	1	0	0	0	1	0	0	1	0	0	1
441509	417	8	1	1	0	2	27	1	0	0	3	14	1	0	0	0	1	0	0	0	0	1	0	0	0	0
441531	254	4	1	1	3.33333333333333	0	36	2	0.638331953223562	0	1	87	1	0	0	1	0	0	0	1	1	0	0	0	0	0
441608	314	3	1	0	0	0	36	16	1555.37428612596	0.0682926829268293	1	14	1	0	0	0	0	0	1	0	1	0	0	0	0	0
441639	335	3	1	0	4.54545454545455	0	36	16	1555.37428612596	0.0682926829268293	1	14	1	0	0	0	0	0	1	1	1	0	0	0	0	0
441670	313	3	1	0	40	0	36	16	1555.37428612596	0.0682926829268293	1	14	1	0	0	0	0	1	0	1	1	0	0	0	0	0
441871	474	2	1	0	2.15827338129496	0	17	16	1555.37428612596	0.0682926829268293	3	2	1	0	0	0	0	0	1	1	1	0	0	0	0	0
441911	329	3	1	0	0	0	36	16	1555.37428612596	0.0682926829268293	1	14	1	0	0	0	0	0	1	0	1	0	0	0	0	0
441932	320	3	0	0	1.13636363636364	40	36	16	1555.37428612596	0.0682926829268293	1	14	1	0	0	1	0	0	0	1	0	0	0	1	0	0
441933	307	3	0	0	2.27272727272727	0	36	16	1555.37428612596	0.0682926829268293	1	14	1	0	0	0	0	1	0	1	1	0	0	0	0	0
442184	313	3	1	0	0	0	36	16	1555.37428612596	0.0682926829268293	1	14	1	0	0	0	0	0	1	0	1	0	0	0	0	0
442186	311	3	1	0	2.85714285714286	0	36	16	1555.37428612596	0.0682926829268293	1	2	1	0	0	0	0	0	1	1	1	0	0	0	0	0
442247	263	8	0	0	0	1	36	43	8855.19832327863	0.017718715393134	3	14	1	1	0	1	0	0	0	0	0	1	0	0	0	0
442361	318	4	1	0	0	0	36	16	1555.37428612596	0.0682926829268293	1	14	1	0	0	0	0	1	0	0	1	0	0	0	0	0
442425	432	5	0	0	7.48299319727891	0	36	16	1555.37428612596	0.0682926829268293	3	14	1	0	0	1	0	0	0	1	1	0	0	0	0	0
442444	1035	2	0	0	0.675675675675676	1	40	51	11363.2239321973	0.0888585099111415	8	1	1	1	1	1	0	0	0	1	0	1	0	0	0	0
442867	106	0	0	0	0	0	36	1	0	0	3	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0
444882	124	1	0	0	0	4	3	16	1555.37428612596	0.0682926829268293	3	14	0	0	0	0	0	0	1	0	0	1	0	0	1	0
445328	484	1	1	0	29.6296296296296	31	33	6	635.376754616187	0.0666666666666667	3	14	0	0	0	1	0	0	0	1	0	0	1	0	0	0
448831	279	1	1	0	1.48148148148148	0	36	16	1555.37428612596	0.0682926829268293	3	14	0	0	0	0	0	0	1	1	1	0	0	0	0	0
474354	261	3	0	0	1.44927536231884	2	4	2	9.41081420825651	0	3	14	1	0	0	1	0	0	0	1	0	1	0	0	1	0
474382	115	2	1	0	0.72463768115942	1	36	2	0	1	88	14	1	0	0	1	0	0	0	1	0	1	0	0	0	0
492307	84	1	0	0	0	1	36	16	1555.37428612596	0.0682926829268293	3	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0
492311	53	1	0	0	8.82352941176471	41	28	2	126.661174651473	0	3	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0
493753	74	1	1	0	73.5294117647059	43	24	2	120.309503212806	0	3	9	0	0	0	0	1	0	0	1	0	0	0	1	0	0
493829	477	11	0	0	0.564971751412429	1	1	8	44.8216764042175	0.107142857142857	2	148	1	0	0	1	0	0	0	1	0	1	0	0	1	0
493856	135	3	0	1	1.44927536231884	43	43	36	17367.1444563763	0.0444444444444444	3	43	1	0	1	1	0	0	0	1	0	0	0	1	0	1
493860	1079	1	0	0	0	1	36	1	0	0	3	14	0	0	0	0	1	0	0	0	0	1	0	0	0	0
493901	147	4	0	0	0	2	1	16	1555.37428612596	0.0682926829268293	3	14	1	0	0	0	0	0	1	0	0	1	0	0	1	0
493911	241	4	0	1	0	42	41	4	30.0002281168741	0	3	1	1	0	0	1	0	0	0	0	0	0	0	1	0	1
494118	72	1	0	0	0	1	36	16	1555.37428612596	0.0682926829268293	3	16	0	0	0	0	0	0	1	0	0	1	0	0	0	0
494119	180	1	1	0	0	1	36	16	1555.37428612596	0.0682926829268293	3	14	0	0	0	0	0	0	1	0	0	1	0	0	0	0
494188	452	3	0	0	2.89855072463768	1	36	16	1555.37428612596	0.0682926829268293	3	74	1	0	0	0	1	0	0	1	0	1	0	0	0	0
494197	72	1	0	0	0	1	36	16	1555.37428612596	0.0682926829268293	3	15	0	0	0	1	0	0	0	0	0	1	0	0	0	0
494514	123	0	0	0	0	40	36	9	1010.93901675387	0.0555555555555556	3	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0
497190	455	9	1	0	3.57142857142857	3	29	16	1555.37428612596	0.0682926829268293	3	14	1	0	0	1	0	0	0	1	0	1	0	0	0	0
503497	152	1	0	0	29.1925465838509	1	36	16	1555.37428612596	0.0682926829268293	3	14	0	0	0	1	0	0	0	1	0	1	0	0	0	0
503542	151	1	0	0	0	20	36	1	0	0	3	14	0	0	0	0	0	0	1	0	0	0	1	0	0	0
503582	315	3	1	0	0	0	36	16	1555.37428612596	0.0682926829268293	3	68	1	0	0	1	0	0	0	0	1	0	0	0	0	0
503834	191	3	1	0	2.98507462686567	1	36	16	1555.37428612596	0.0682926829268293	3	14	1	0	0	1	0	0	0	1	0	1	0	0	0	0
503835	204	3	1	0	1.23456790123457	0	36	16	1555.37428612596	0.0682926829268293	3	16	1	0	0	0	1	0	0	1	1	0	0	0	0	0
541468	239	2	0	0	10.1449275362319	34	44	17	1084.48392162399	0.0220588235294118	3	16	1	0	0	0	0	1	0	1	0	0	1	0	0	1
541565	365	1	0	0	2.89855072463768	42	42	16	1555.37428612596	0.0682926829268293	3	38	0	0	0	0	0	0	1	1	0	0	0	1	0	1
541578	158	3	1	0	0	43	38	16	1555.37428612596	0.0682926829268293	3	2	1	0	0	0	0	1	0	0	0	0	0	1	0	0
542767	116	3	1	0	1.13636363636364	12	36	1	0	0	3	1	1	0	0	0	0	0	1	1	0	0	1	0	0	0
554235	283	4	0	0	0	9	40	9	221.633379942446	0.0833333333333333	3	14	1	0	0	1	0	0	0	0	0	0	1	0	0	0
554251	155	2	0	0	8.33333333333333	33	6	16	1555.37428612596	0.0682926829268293	3	61	1	0	0	0	1	0	0	1	0	0	1	0	1	0
594855	158	1	0	0	7.2463768115942	8	36	17	772.716505606562	0	4	14	0	0	0	0	0	1	0	1	0	0	1	0	0	0
594857	89	1	0	0	0	0	36	16	1555.37428612596	0.0682926829268293	5	14	0	0	0	0	0	1	0	0	1	0	0	0	0	0
606495	315	7	0	0	0	39	34	16	1555.37428612596	0.0682926829268293	3	14	1	0	0	1	0	0	0	0	0	0	0	1	0	0
619208	80	1	0	0	5.40540540540541	42	36	16	1555.37428612596	0.0682926829268293	3	71	0	0	0	0	0	0	1	1	0	0	0	1	0	0
653361	390	10	1	0	3.7593984962406	31	5	41	24671.3377755896	0.0658536585365854	3	6	1	1	1	0	1	0	0	1	0	0	1	0	1	0
729528	474	3	1	0	0	0	36	16	1555.37428612596	0.0682926829268293	3	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0
100130311	190	1	0	0	1.44927536231884	33	36	16	1555.37428612596	0.0682926829268293	3	14	0	0	0	0	0	0	1	1	0	0	1	0	0	0
100272147	68	2	0	0	0	40	43	1	0	0	3	14	1	0	0	0	1	0	0	0	0	0	0	1	0	1
100462983	24	1	1	0	32.7272727272727	0	36	16	1555.37428612596	0.0682926829268293	3	43	0	0	0	1	0	0	0	1	1	0	0	0	0	0
100507436	383	7	0	0	0.675675675675676	33	36	33	23912.1393106363	0.0246212121212121	3	137	1	0	1	0	0	0	1	1	0	0	1	0	0	0
107987238	172	3	1	0	1.13636363636364	40	36	16	1555.37428612596	0.0682926829268293	3	14	1	0	0	1	0	0	0	1	0	0	0	1	0	0
12	423	6	0	1	0	40	19	39	27304.0719226091	0.0107962213225371	1	22	1	0	1	1	0	0	0	0	0	0	0	1	0	0
13	399	4	0	1	0	13	20	16	1555.37428612596	0.0682926829268293	3	10	1	0	0	1	0	0	0	0	0	0	1	0	0	0
14	435	3	0	0	25.8620689655172	43	43	34	11306.4391165832	0.0409982174688057	3	6	1	0	1	1	0	0	0	1	0	0	0	1	0	1
